id,predicted_answer
56e05900231d4119001ac04f,the Westinghouse Electric & Manufacturing Company's Pittsburgh labs
56e05900231d4119001ac051,consultant
56e0dc667aa994140058e783,"$60,000"
56e0dc667aa994140058e784,July 1888
56e0dc667aa994140058e785,the Westinghouse Electric & Manufacturing Company's Pittsburgh labs
56e0dc667aa994140058e786,Pittsburgh labs
56e059c8231d4119001ac057,Pittsburgh
56e059c8231d4119001ac058,Pittsburgh
56e059c8231d4119001ac059,60-
56e059c8231d4119001ac05a,DC traction motor
56e0e518231d4119001ac444,alternating current
56e0e518231d4119001ac445,DC traction motor
56e05a78231d4119001ac062,Thomas Edison and George Westinghouse
56e05a78231d4119001ac063,competition between rival lighting systems
56e05a78231d4119001ac064,AC development
56e05a78231d4119001ac065,General Electric
56e0e5f37aa994140058e78b,"AC"" side of the so-called ""War of Currents"
56e0e5f37aa994140058e78c,Thomas Edison
56e0e5f37aa994140058e78d,1888
56e0e5f37aa994140058e78e,the financial strain of buying up patents and hiring the engineers needed to build it
56e0e5f37aa994140058e78f,Thomas Edison
56e07c86231d4119001ac1cd,George Westinghouse
56e07c86231d4119001ac1ce,Chicago
56e07c86231d4119001ac1cf,General Electric bid by one million dollars
56e07c86231d4119001ac1d0,"high-voltage, high-frequency alternating current"
56e07c86231d4119001ac1d1,76
56e0ecd37aa994140058e7d5,George Westinghouse
56e0ecd37aa994140058e7d6,Chicago
56e0ecd37aa994140058e7d7,Chicago
56e0ecd37aa994140058e7d8,AC power
56e0812c231d4119001ac213,Richard Dean Adams
56e0812c231d4119001ac214,the current state of all the competing systems
56e0812c231d4119001ac215,General Electric
56e0812c231d4119001ac216,General Electric
56e0812c231d4119001ac217,a two-phased system
56e0ee12231d4119001ac459,Richard Dean Adams
56e0ee12231d4119001ac45a,1893
56e0ee12231d4119001ac45b,two-phased system
56e0ee12231d4119001ac45c,the most reliable
56e089ab231d4119001ac285,1896
56e089ab231d4119001ac287,"$216,000"
56e089ab231d4119001ac288,$2.50
56e089ab231d4119001ac289,"$200,000"
56e0ef0c231d4119001ac462,J. P. Morgan
56e0ef0c231d4119001ac463,"$200,000"
56e0ef0c231d4119001ac464,"$216,000"
56e08a1f7aa994140058e5da,35
56e08a1f7aa994140058e5db,South Fifth Avenue laboratory
56e08a1f7aa994140058e5dc,electric lamps
56e08a1f7aa994140058e5dd,Tesla coil
56e0ef90231d4119001ac468,30 July 1891
56e0ef90231d4119001ac469,Tesla coil
56e0ef90231d4119001ac46a,35
56e0ef90231d4119001ac46b,wireless
56e08aa0231d4119001ac299,American Institute of Electrical Engineers
56e08aa0231d4119001ac29a,Institute of Radio Engineers
56e08aa0231d4119001ac29d,1892 to 1894
56e0f019231d4119001ac470,vice president
56e0f019231d4119001ac471,1894
56e0f019231d4119001ac472,Radio Engineers
56e08b3c231d4119001ac2a4,"radiant energy of ""invisible"" kinds after he had noticed damaged film"
56e08b3c231d4119001ac2a5,5th Avenue laboratory fire
56e08b3c231d4119001ac2a6,1894
56e08b3c231d4119001ac2a7,metal locking screw
56e0f32d231d4119001ac4c8,1894
56e0f32d231d4119001ac4c9,"Roentgen rays"" or ""X-Rays"
56e0f32d231d4119001ac4ca,"radiant energy of ""invisible"" kinds after he had noticed damaged film"
56e0f32d231d4119001ac4cb,X-ray
56e0f32d231d4119001ac4cc,Mark Twain
56e08d32231d4119001ac2ad,X-ray imaging
56e08d32231d4119001ac2ae,March 1896
56e08d32231d4119001ac2af,radiography
56e08d32231d4119001ac2b0,X-rays
56e08d32231d4119001ac2b1,Tesla Coil
56e0f5a6231d4119001ac4d4,March 1896
56e0f5a6231d4119001ac4d5,Tesla Coil
56e0f5a6231d4119001ac4d6,radiography
56e08f4a231d4119001ac2b7,longitudinal waves
56e08f4a231d4119001ac2b8,various causes
56e08f4a231d4119001ac2b9,X-rays were longitudinal waves
56e08f4a231d4119001ac2ba,his circuit and single-node X-ray-producing devices
56e08f4a231d4119001ac2bb,in force-free magnetic fields
56e0f6aa231d4119001ac4ee,Roentgen rays
56e0f6aa231d4119001ac4ef,longitudinal waves
56e0f6aa231d4119001ac4f0,plasmas
56e0f6aa231d4119001ac4f1,Roentgen rays
56e0e69b7aa994140058e795,Benjamin Lamme
56e0e69b7aa994140058e796,1893
56e0e69b7aa994140058e797,Benjamin Lamme
56e0ed557aa994140058e7dd,the Egg of Columbus
56e0ed557aa994140058e7e0,Tesla
56e0fa5b7aa994140058e859,11 July 1934
56e0fa5b7aa994140058e85a,The particles in the beam of force ... will travel much faster
56e0fa5b7aa994140058e85b,"physically strike him. ""Tesla said he could feel a sharp stinging pain"
56e0fa5b7aa994140058e85c,"bits of metal projected by his ""electric gun"
56e0fb14231d4119001ac525,National Electric Light Association
56e0fb14231d4119001ac526,Tesla Coil
56e0fb14231d4119001ac527,"Franklin Institute in Philadelphia, Pennsylvania, and the National Electric Light Association"
56e0fb887aa994140058e869,1898
56e0fb887aa994140058e86a,teleautomaton
56e0fb887aa994140058e86b,Madison Square Garden
56e0fb887aa994140058e86c,teleautomaton
56e0fb887aa994140058e86d,trained monkey
56e0fc3f7aa994140058e877,1900
56e0fc3f7aa994140058e878,Guglielmo Marconi
56e0fc3f7aa994140058e879,1901
56e0fc3f7aa994140058e87a,1943
56e0fc3f7aa994140058e87b,Supreme Court of the United States
56e0fd167aa994140058e881,15 June 1899
56e0fd167aa994140058e882,Colorado Springs
56e0fd167aa994140058e883,15 June 1899
56e0fd167aa994140058e884,five inches
56e0fde0cd28a01900c673ea,atmospheric electricity
56e0fde0cd28a01900c673eb,stationary waves
56e0fde0cd28a01900c673ec,resonant frequency
56e0fe85e3433e1400422a6a,lightning
56e0fe85e3433e1400422a6b,135 feet
56e0fe85e3433e1400422a6c,"15 miles away in Cripple Creek, Colorado"
56e0fe85e3433e1400422a6d,glowed
56e0fe85e3433e1400422a6e,electrified
56e0ff5dcd28a01900c673fb,a power outage
56e0ff5dcd28a01900c673fc,repeatedly burned out
56e0ff5dcd28a01900c673fd,heavy sparks
56e0ff5dcd28a01900c673fe,heavy sparks to jump through the windings
56e10043e3433e1400422a84,experimenter
56e10043e3433e1400422a85,"Mars, Venus"
56e10043e3433e1400422a86,Collier's Weekly
56e10043e3433e1400422a87,communications
56e10043e3433e1400422a88,July 1899
56e100b6cd28a01900c67403,"$100,000"
56e100b6cd28a01900c67404,Colorado Springs experiments
56e100b6cd28a01900c67405,Colorado Springs experiments
56e100b6cd28a01900c67406,Colorado Springs experiments
56e1011ecd28a01900c6740b,7 January 1900
56e1011ecd28a01900c6740c,torn down
56e1011ecd28a01900c6740d,1904
56e1011ecd28a01900c6740e,1904
56e10179cd28a01900c67413,the trans-Atlantic wireless telecommunications facility
56e10179cd28a01900c67414,"Shoreham, Long Island"
56e10179cd28a01900c67415,"Shoreham, Long Island"
56e101f4e3433e1400422a8e,Morgan
56e101f4e3433e1400422a8f,Morgan still owed Tesla money on the original agreement
56e101f4e3433e1400422a91,the Panic of 1901
56e10296cd28a01900c67423,50
56e10296cd28a01900c67424,Wardenclyffe
56e10296cd28a01900c67425,improper synthesis
56e10296cd28a01900c67426,187 feet
56e10325cd28a01900c67435,"100–5,000"
56e10325cd28a01900c67436,"100–5,000 hp"
56e10325cd28a01900c67437,1910–1911
56e10325cd28a01900c67438,200
56e10412e3433e1400422aba,Houston Street lab
56e10412e3433e1400422abb,Houston Street lab
56e10412e3433e1400422abc,terminate
56e10412e3433e1400422abd,World Today
56e10412e3433e1400422abe,"Nikola Tesla, Dreamer"" by Allan L. Benson"
56e1066be3433e1400422ae4,the application of electricity
56e1066be3433e1400422ae5,saturating them unconsciously with electricity
56e1066be3433e1400422ae6,William H. Maxwell
56e1066be3433e1400422ae7,William H. Maxwell
56e1075ae3433e1400422afa,overseas
56e1075ae3433e1400422afb,his patents
56e1075ae3433e1400422afc,"$20,000"
56e1075ae3433e1400422afd,"$20,000"
56e1075ae3433e1400422afe,Edison Medal
56e108abe3433e1400422b0c,Electrical Experimenter
56e108abe3433e1400422b0d,fluorescent screen
56e108abe3433e1400422b0e,radar
56e108abe3433e1400422b0f,Émile Girardeau
56e1097dcd28a01900c6748f,Thomas Edison and Nikola Tesla
56e1097dcd28a01900c67490,Sir William Henry Bragg and William Lawrence Bragg
56e1097dcd28a01900c67491,ridiculous
56e1097dcd28a01900c67492,ridiculous
56e10a28cd28a01900c674b1,"keep Tesla from getting the $20,000 prize money"
56e10aa5cd28a01900c674b3,38
56e10aa5cd28a01900c674b4,Edison
56e10aa5cd28a01900c674b5,1937
56e10b6ee3433e1400422b24,"1,655,114"
56e10b6ee3433e1400422b25,a biplane
56e10b6ee3433e1400422b26,"$1,000"
56e10b6ee3433e1400422b27,VTOL
56e10c61e3433e1400422b36,$125 per month
56e10c61e3433e1400422b37,"consulting fee"" to get around Tesla's aversion to accept charity"
56e10c61e3433e1400422b38,1934
56e10c61e3433e1400422b39,bad publicity
56e10d2dcd28a01900c674d7,mechanical energy
56e10d2dcd28a01900c674d8,terrestrial distance
56e10d2dcd28a01900c674d9,minimal loss
56e10d2dcd28a01900c674da,underground mineral deposits
56e10d2dcd28a01900c674db,1935
56e10ddce3433e1400422b48,medical aid
56e10ddce3433e1400422b49,consult a doctor
56e10ddce3433e1400422b4a,three
56e10ddce3433e1400422b4b,1938
56e10ddce3433e1400422b4c,midnight one night
56e10e73cd28a01900c674eb,"peace ray"" or death ray"
56e10e73cd28a01900c674ec,Van de Graaff generator
56e10e73cd28a01900c674ed,infantry
56e10e73cd28a01900c674ee,anti-aircraft purposes
56e10e73cd28a01900c674ef,death ray
56e10f14e3433e1400422b5c,1937
56e10f14e3433e1400422b5d,luncheon
56e10f14e3433e1400422b5e,tungsten
56e10f14e3433e1400422b5f,high voltage
56e10f14e3433e1400422b60,a little
56e10fbacd28a01900c67509,charged particle beam weapons
56e10fbacd28a01900c6750a,Belgrade
56e10fbacd28a01900c6750b,Belgrade
56e10fbacd28a01900c6750c,millions of volts
56e10fbacd28a01900c6750d,superweapon
56e11044e3433e1400422b76,no danger that his invention could be stolen
56e11044e3433e1400422b77,teleforce weapon was all in his mind
56e11044e3433e1400422b78,empty-handed
56e110c3cd28a01900c67531,86
56e110c3cd28a01900c67532,"7 January 1943, at the age of 86"
56e110c3cd28a01900c67533,maid Alice Monaghan
56e110c3cd28a01900c67534,"do not disturb"" sign"
56e110c3cd28a01900c67535,coronary thrombosis
56e11161e3433e1400422b86,the Alien Property Custodian
56e11161e3433e1400422b87,John G. Trump
56e11161e3433e1400422b89,nothing
56e11161e3433e1400422b8a,Alien Property Custodian
56e111e5e3433e1400422b90,Louis Adamic
56e111e5e3433e1400422b91,Louis Adamic
56e111e5e3433e1400422b92,12 January
56e111e5e3433e1400422b93,two thousand
56e111e5e3433e1400422b94,"Ferncliff Cemetery in Ardsley, New York"
56e1127bcd28a01900c67549,Belgrade
56e1127bcd28a01900c6754a,Sava Kosanović
56e1127bcd28a01900c6754b,Charlotte Muzar
56e1127bcd28a01900c6754c,United States
56e1127bcd28a01900c6754d,1957
56e11996e3433e1400422bde,300
56e11996e3433e1400422bdf,26
56e11996e3433e1400422be0,Canada
56e11996e3433e1400422be1,"United States, Britain, and Canada"
56e11a16cd28a01900c675b5,8:10 p.m.
56e11a16cd28a01900c675b6,every day
56e11a16cd28a01900c675b7,6:00 p.m. or later
56e11a16cd28a01900c675b8,headwaiter
56e11a73e3433e1400422bf0,8 to 10 miles per day
56e11a73e3433e1400422bf1,Tesla walked between 8 to 10 miles per day
56e11a73e3433e1400422bf2,squished his toes one hundred times
56e11a73e3433e1400422bf3,his brain cells
56e11afbcd28a01900c675c7,telepathy
56e11afbcd28a01900c675c8,telepathy
56e11afbcd28a01900c675c9,one
56e11ba9cd28a01900c675d7,pigeons
56e11ba9cd28a01900c675d8,"$2,000"
56e11ba9cd28a01900c675d9,white pigeon daily
56e11ba9cd28a01900c675da,park
56e11ba9cd28a01900c675db,hotel room
56e11c24e3433e1400422c18,142 pounds
56e11c24e3433e1400422c19,6 feet 2 inches (1.88 m) tall and weighed 142 pounds
56e11c24e3433e1400422c1a,1888 to about 1926
56e11c24e3433e1400422c1b,New York City
56e11cedcd28a01900c675e7,eight
56e11cedcd28a01900c675e8,blinding flashes of light
56e11cedcd28a01900c675e9,photographic memory
56e11cedcd28a01900c675ea,blinding flashes of light
56e11cedcd28a01900c675eb,photographic
56e11d8ecd28a01900c675f1,48 hours
56e11d8ecd28a01900c675f2,84 hours
56e11d8ecd28a01900c675f3,Graz
56e11d8ecd28a01900c675f4,Kenneth Swezey
56e11d8ecd28a01900c675f5,208
56e11e57e3433e1400422c28,chastity
56e11e57e3433e1400422c29,"Tesla, though polite and soft-spoken"
56e11e57e3433e1400422c2a,I made too great a sacrifice to my work
56e11f05e3433e1400422c2e,Dorothy Skerrit
56e11f05e3433e1400422c2f,Robert Underwood Johnson
56e11f05e3433e1400422c30,seclude
56e11f05e3433e1400422c31,Robert Underwood Johnson
56e11f05e3433e1400422c32,seldom did one meet a scientist or engineer
56e11f83cd28a01900c67611,George Sylvester Viereck
56e11f83cd28a01900c67612,his lab
56e11f83cd28a01900c67613,1920s
56e12005cd28a01900c67617,"overweight people, such as when he fired a secretary"
56e12005cd28a01900c67618,secretary
56e12005cd28a01900c67619,because of her weight
56e12005cd28a01900c6761a,fired a secretary
56e120a1e3433e1400422c38,atoms being composed of smaller
56e120a1e3433e1400422c39,"19th century concept of an all pervasive ""ether"
56e120a1e3433e1400422c3a,electrical energy
56e120a1e3433e1400422c3b,19th
56e12110e3433e1400422c4a,Einstein's theory of relativity
56e12110e3433e1400422c4b,antagonistic
56e12110e3433e1400422c4c,247
56e121b7e3433e1400422c50,gravity
56e121b7e3433e1400422c51,1892
56e121b7e3433e1400422c52,curved space
56e121b7e3433e1400422c53,81
56e122dacd28a01900c67639,eugenics
56e122dacd28a01900c6763a,"humans' ""pity"" had interfered with the natural ""ruthless workings"
56e122dacd28a01900c6763b,pity
56e122dacd28a01900c6763c,1937
56e1239acd28a01900c67641,Queen Bees
56e1239acd28a01900c67642,1926
56e1239acd28a01900c67643,Queen Bees
56e12477e3433e1400422c5e,post-World War I
56e12477e3433e1400422c5f,Science and Discovery
56e12477e3433e1400422c60,20 December 1914
56e12477e3433e1400422c61,the League of Nations
56e124f1cd28a01900c6764f,fanaticism
56e124f1cd28a01900c67650,fanaticism
56e124f1cd28a01900c67651,Buddhism and Christianity
56e1254ae3433e1400422c66,"A Machine to End War"""
56e1254ae3433e1400422c67,uncertain
56e1254ae3433e1400422c68,War
56e125b6e3433e1400422c6c,Tesla Papers
56e125b6e3433e1400422c6d,Ben Johnston
56e125b6e3433e1400422c6e,Ben Johnston
56e1262fcd28a01900c67655,the web
56e1262fcd28a01900c67656,1900
56e1262fcd28a01900c67657,"Inventions, Researches and Writings of Nikola Tesla"
56e126dae3433e1400422c7c,science fiction
56e126dae3433e1400422c7d,comics and video games
56e126dae3433e1400422c7e,The impact of the technologies
56e127bccd28a01900c6765b,Time magazine
56e127bccd28a01900c6765c,"Tesla's 75th birthday in 1931, Time magazine"
56e127bccd28a01900c6765d,electrical power generation
56e127bccd28a01900c6765e,Albert Einstein
56e127bccd28a01900c6765f,"more than 70 pioneers in science and engineering, including Albert Einstein"
56e16182e3433e1400422e28,Computational complexity theory
56e16182e3433e1400422e29,inherent difficulty
56e16182e3433e1400422e2a,A computational problem
56e16839cd28a01900c67887,significant resources
56e16839cd28a01900c67888,time and storage
56e16839cd28a01900c67889,time and storage
56e16839cd28a01900c6788a,number of gates
56e16839cd28a01900c6788b,determine the practical limits
56e17644e3433e1400422f40,analysis of algorithms and computability theory
56e17644e3433e1400422f41,algorithms and computability theory
56e17644e3433e1400422f42,computability theory
56e17644e3433e1400422f43,analysis of algorithms and computability theory
56e17a7ccd28a01900c679a1,problem instance
56e17a7ccd28a01900c679a2,a problem
56e17a7ccd28a01900c679a3,The input string
56e17a7ccd28a01900c679a4,problem instance
56e17a7ccd28a01900c679a5,solution
56e17e6ee3433e1400422f7f,2000
56e17e6ee3433e1400422f80,decision version
56e17e6ee3433e1400422f81,particular problem instances
56e181d9e3433e1400422fa0,the binary alphabet
56e181d9e3433e1400422fa1,binary alphabet
56e181d9e3433e1400422fa2,an alphabet
56e181d9e3433e1400422fa3,binary notation
56e181d9e3433e1400422fa4,encoding their adjacency lists in binary
56e190bce3433e1400422fc8,Decision problems
56e190bce3433e1400422fc9,yes or no
56e190bce3433e1400422fca,yes or no
56e190bce3433e1400422fcb,yes
56e190bce3433e1400422fcc,yes
56e19557e3433e1400422fee,arbitrary graph
56e19557e3433e1400422ff0,"deciding whether the given graph is connected, or not. The formal language"
56e19557e3433e1400422ff1,binary strings
56e19724cd28a01900c679f6,computational problem
56e19724cd28a01900c679f7,single
56e19724cd28a01900c679f8,integer factorization problem
56e19724cd28a01900c679f9,integer factorization problem
56e19724cd28a01900c679fa,decision problem
56e1a0dccd28a01900c67a2e,decision problems
56e1a0dccd28a01900c67a2f,triples
56e1a38de3433e140042305c,size of the input in bits
56e1a38de3433e140042305d,the instance
56e1a38de3433e140042305e,time
56e1a38de3433e140042305f,bits
56e1a38de3433e1400423060,increase in the input size
56e1a564cd28a01900c67a48,Cobham
56e1a564cd28a01900c67a49,the time taken
56e1a564cd28a01900c67a4a,worst-case time complexity T(n)
56e1a564cd28a01900c67a4b,T(n)
56e1a564cd28a01900c67a4c,polynomial time algorithm
56e1aba0e3433e1400423094,A Turing machine
56e1aba0e3433e1400423095,an algorithm
56e1aba0e3433e1400423097,Turing machine
56e1aba0e3433e1400423098,symbols
56e1aff7cd28a01900c67a68,deterministic
56e1aff7cd28a01900c67a69,rules
56e1aff7cd28a01900c67a6a,randomized algorithms
56e1aff7cd28a01900c67a6b,deterministic Turing machine with an added feature of non-determinism
56e1aff7cd28a01900c67a6c,randomized algorithms
56e1b00ce3433e140042309e,complexity classes
56e1b00ce3433e140042309f,equally
56e1b00ce3433e14004230a1,deterministic Turing machines
56e1b169cd28a01900c67a72,random access machines
56e1b169cd28a01900c67a73,time and memory consumption
56e1b169cd28a01900c67a74,time and memory
56e1b169cd28a01900c67a75,that the machines operate deterministically
56e1b355e3433e14004230b0,computational model
56e1b355e3433e14004230b1,non-deterministic time
56e1b355e3433e14004230b2,computational model
56e1b355e3433e14004230b3,non-deterministic time
56e1b62ecd28a01900c67aa3,"the total number of state transitions, or steps"
56e1b62ecd28a01900c67aa4,difficulty
56e1b62ecd28a01900c67aa5,computational model
56e1b62ecd28a01900c67aa6,f(n
56e1b754cd28a01900c67abc,complexity resources
56e1b754cd28a01900c67abd,computational
56e1b754cd28a01900c67abe,Blum complexity axioms
56e1b754cd28a01900c67abf,"circuit complexity, and decision tree complexity"
56e1b754cd28a01900c67ac0,complexity
56e1b8f3e3433e14004230e6,"best, worst and average"
56e1b8f3e3433e14004230e7,time complexity
56e1b8f3e3433e14004230e8,time complexity
56e1b8f3e3433e14004230e9,time complexity
56e1ba41cd28a01900c67ae0,quicksort
56e1ba41cd28a01900c67ae1,O(n log n
56e1ba41cd28a01900c67ae2,O(n2)
56e1bc3ae3433e1400423104,the most efficient algorithm solving a given problem
56e1bc3ae3433e1400423105,algorithms
56e1bc3ae3433e1400423106,lower bounds
56e1bc3ae3433e1400423107,running time
56e1bc3ae3433e1400423108,proving upper and lower bounds
56e1bd4acd28a01900c67afc,big O notation
56e1bd4acd28a01900c67afd,constant factors and smaller terms
56e1bd4acd28a01900c67afe,T(n) = O(n2)
56e1bd4acd28a01900c67aff,constant factors and smaller terms
56e1c0f6cd28a01900c67b2c,complexity classes
56e1c0f6cd28a01900c67b2d,complicated definitions that do not fit into this framework
56e1c0f6cd28a01900c67b2e,following
56e1c2eee3433e1400423134,f(n) often yields complexity classes that depend on the chosen machine model
56e1c2eee3433e1400423135,quadratic time
56e1c2eee3433e1400423136,linear time on a multi-tape
56e1c2eee3433e1400423137,Cobham-Edmonds
56e1c2eee3433e1400423138,complexity class P
56e1c3e1e3433e1400423148,time or space
56e1c3e1e3433e1400423149,bounding
56e1c3e1e3433e140042314a,complexity classes
56e1c4fce3433e140042314e,#P is an important complexity class of counting problems
56e1c4fce3433e140042314f,Boolean circuits
56e1c4fce3433e1400423150,quantum Turing machines
56e1c4fce3433e1400423151,#P
56e1c4fce3433e1400423152,Interactive proof systems
56e1c720e3433e140042316a,computation time
56e1c720e3433e140042316b,strict
56e1c720e3433e140042316c,hierarchy theorems
56e1c720e3433e140042316d,constraining the respective resources
56e1c720e3433e140042316e,quantitative
56e1c7e2cd28a01900c67b74,The time and space hierarchy theorems
56e1c7e2cd28a01900c67b75,the time hierarchy theorem tells us that P is strictly contained in EXPTIME
56e1c7e2cd28a01900c67b76,PSPACE
56e1c9bfe3433e1400423192,a reduction
56e1c9bfe3433e1400423193,a transformation
56e1c9bfe3433e1400423194,a problem X
56e1c9bfe3433e1400423195,"Cook reductions, Karp reductions and Levin reductions"
56e1c9bfe3433e1400423196,log-space reductions
56e1cbe2cd28a01900c67bac,polynomial-time reduction
56e1cbe2cd28a01900c67bad,the reduction process takes polynomial time
56e1cbe2cd28a01900c67bae,reduction process takes polynomial time
56e1cbe2cd28a01900c67baf,giving the same input
56e1cbe2cd28a01900c67bb0,multiplying two integers
56e1ce08e3433e14004231a4,reduction
56e1ce08e3433e14004231a5,every problem in C can be reduced to X
56e1ce08e3433e14004231a6,any problem
56e1ce08e3433e14004231a8,complexity class
56e1d9fee3433e14004231cb,the most difficult problems in NP
56e1d9fee3433e14004231cc,most difficult problems in NP
56e1d9fee3433e14004231cd,finding an NP-complete problem that can be solved in polynomial time
56e1d9fee3433e14004231ce,P = NP
56e1dc62cd28a01900c67bca,NP
56e1dc62cd28a01900c67bcb,Cobham–Edmonds thesis
56e1dc62cd28a01900c67bcc,NP
56e1dc62cd28a01900c67bcd,Hamiltonian path problem and the vertex cover problem
56e1dc62cd28a01900c67bce,deterministic Turing machines are special non-deterministic Turing machines
56e1ddfce3433e14004231d5,yes
56e1ddfce3433e14004231d6,protein structure prediction
56e1ddfce3433e14004231d8,"US$1,000,000"
56e1ded7cd28a01900c67bd4,Ladner
56e1ded7cd28a01900c67bd5,NP-intermediate problems
56e1ded7cd28a01900c67bd6,integer factorization problem
56e1e9dfe3433e14004231fc,computational problem of determining
56e1e9dfe3433e14004231fd,computational problem of determining whether two finite graphs are isomorphic
56e1e9dfe3433e14004231fe,polynomial time hierarchy
56e1e9dfe3433e14004231ff,second level
56e1e9dfe3433e1400423200,Laszlo Babai
56e1ec83cd28a01900c67c0a,determining the prime factorization of a given integer
56e1ec83cd28a01900c67c0b,k
56e1ec83cd28a01900c67c0c,No efficient integer factorization algorithm
56e1ec83cd28a01900c67c0e,Shor's algorithm
56e1ee4de3433e1400423210,all these complexity classes collapse to one class
56e1ee4de3433e1400423211,unequal
56e1ee4de3433e1400423212,P and PSPACE
56e1ee4de3433e1400423214,Proving that any of these classes are unequal
56e1efa0e3433e140042321a,NP problems
56e1efa0e3433e140042321b,reversed
56e1efa0e3433e140042321c,NP is not equal to co-NP
56e1efa0e3433e140042321d,if these two complexity classes are not equal
56e1f10ee3433e1400423222,L
56e1f10ee3433e1400423223,logarithmic space) is strictly contained in P or equal to P
56e1f10ee3433e1400423224,the set of all problems that can be solved in logarithmic space
56e1f10ee3433e1400423225,NL and NC
56e1f10ee3433e1400423226,NL and NC
56e1fc57e3433e140042322c,intractable problems
56e1fc57e3433e140042322f,more than the smallest inputs
56e1fc57e3433e1400423230,NP-complete problems
56e1febfe3433e1400423236,Presburger
56e1febfe3433e1400423237,algorithms
56e1febfe3433e1400423238,NP-complete knapsack
56e1febfe3433e1400423239,over a wide range of sizes in less than quadratic time
56e1febfe3433e140042323a,NP-complete Boolean satisfiability problem
56e200e4cd28a01900c67c14,simplification of a computer
56e200e4cd28a01900c67c15,Alan Turing
56e200e4cd28a01900c67c16,a computer
56e200e4cd28a01900c67c17,1936
56e200e4cd28a01900c67c18,very robust and flexible simplification of a computer
56e202e9e3433e1400423240,"seminal paper ""On the Computational Complexity of Algorithms"""
56e202e9e3433e1400423241,Juris Hartmanis
56e202e9e3433e1400423242,1965
56e202e9e3433e1400423243,time and space complexity
56e202e9e3433e1400423244,1965
56e2042ecd28a01900c67c1e,John Myhill
56e2042ecd28a01900c67c1f,1961
56e2042ecd28a01900c67c20,Hisao Yamada
56e20a27cd28a01900c67c24,input encoding
56e20a27cd28a01900c67c25,choice of encoding
56e20a3ae3433e140042324a,Manuel Blum
56e20a3ae3433e140042324b,speed-up theorem
56e20a3ae3433e140042324d,Reducibility
56e20a3ae3433e140042324e,21
56e7477700c9c71400d76f23,curriculum
56e7477700c9c71400d76f24,pedagogy
56e7477700c9c71400d76f25,university or college
56e7477700c9c71400d76f26,lesson plan
56e7477700c9c71400d76f27,school or other place of formal education
56e748a200c9c71400d76f37,among cultures
56e748a200c9c71400d76f38,numeracy
56e748a200c9c71400d76f39,craftsmanship
56e748a200c9c71400d76f3a,"literacy and numeracy, craftsmanship or vocational training"
56e749dd00c9c71400d76f51,anyone with knowledge or skills
56e749dd00c9c71400d76f52,home schooling
56e749dd00c9c71400d76f53,formal education can take place through home schooling
56e749dd00c9c71400d76f54,a family member
56e749dd00c9c71400d76f55,family
56e74af500c9c71400d76f65,"Quran, Torah or Bible"
56e74af500c9c71400d76f66,"Quran, Torah or Bible"
56e74af500c9c71400d76f67,"Quran, Torah or Bible"
56e74af500c9c71400d76f68,"gurus, mullahs, rabbis"
56e74bf937bdd419002c3e33,homeschooling
56e74bf937bdd419002c3e34,paid professionals
56e74bf937bdd419002c3e35,Chartered
56e74bf937bdd419002c3e36,homeschooling
56e74bf937bdd419002c3e37,"physicians, lawyers, engineers, and accountants"
56e74d1f00c9c71400d76f6e,school functions
56e74d1f00c9c71400d76f6f,extracurricular
56e74d1f00c9c71400d76f70,formal teaching
56e74d1f00c9c71400d76f71,teachers
56e74e4800c9c71400d76f76,teacher's colleges
56e74e4800c9c71400d76f77,serve and protect the public interest
56e74e4800c9c71400d76f78,public interest
56e74e4800c9c71400d76f79,governments
56e74e4800c9c71400d76f7a,standards of practice
56e74faf00c9c71400d76f94,complaints involving members
56e74faf00c9c71400d76f95,complaints involving members
56e74faf00c9c71400d76f96,the college
56e74faf00c9c71400d76f97,accrediting teacher education programs
56e74faf00c9c71400d76f98,Teaching Unions
56e7504437bdd419002c3e5b,outdoors
56e7504437bdd419002c3e5c,tutor
56e7504437bdd419002c3e5d,academy
56e7504437bdd419002c3e5e,facilitate student learning
56e751fb00c9c71400d76fa8,course of study and lesson plan
56e751fb00c9c71400d76fa9,pedagogy
56e751fb00c9c71400d76faa,teachers assist in learning outside of the classroom by accompanying students on field trips
56e751fb00c9c71400d76fab,The increasing use of technology
56e751fb00c9c71400d76fac,the internet
56e7535037bdd419002c3e6f,"course of study, lesson plan, or a practical skill"
56e7535037bdd419002c3e70,teacher may follow standardized curricula as determined by the relevant authority
56e7535037bdd419002c3e71,learning disabilities
56e7535037bdd419002c3e72,standardized curricula
56e7535037bdd419002c3e73,standardized
56e7542f00c9c71400d76fbc,particular skills
56e7542f00c9c71400d76fbd,self-study and problem solving
56e7542f00c9c71400d76fbe,"pressure the lazy, inspire the bored, deflate the cocky"
56e7542f00c9c71400d76fbf,"pressure the lazy, inspire the bored"
56e7542f00c9c71400d76fc0,coach
56e7550700c9c71400d76fc6,teachers and children
56e7550700c9c71400d76fc7,whole curriculum
56e7550700c9c71400d76fc8,different subject specialists
56e7550700c9c71400d76fc9,primary school
56e7550700c9c71400d76fca,"form tutor, specialist teacher and surrogate parent"
56e7560937bdd419002c3e8b,alternative
56e7560937bdd419002c3e8c,platoon
56e7560937bdd419002c3e8d,placing a group of students together in one class
56e7560937bdd419002c3e8e,many subjects
