id,predicted_answer
56e76abf37bdd419002c3f78,Stress
56e76abf37bdd419002c3f79,occupational stress
56e76b8337bdd419002c3f7f,42%
56e76b8337bdd419002c3f80,42% of UK teachers experienced occupational stress
56e76b8337bdd419002c3f81,twice
56e76b8337bdd419002c3f82,2012
56e76b8337bdd419002c3f83,"double the rate of anxiety, depression, and stress than average workers"
56e76c6a00c9c71400d7710e,mitigate the occupational hazards
56e76c6a00c9c71400d7710f,mentoring
56e76c6a00c9c71400d77110,"Individual-level interventions, including stress-management training and counseling"
56e76c6a00c9c71400d77111,Organizational interventions
56e76c6a00c9c71400d77112,changing teachers' schedules
56e76d6537bdd419002c3f93,a university or college
56e76d6537bdd419002c3f94,certification
56e76d6537bdd419002c3f95,elementary school education certificate
56e76d6537bdd419002c3f96,Governments
56e76d6537bdd419002c3f97,psychiatric evaluation
56e76de800c9c71400d77122,individual states and territories
56e76de800c9c71400d77123,three
56e76de800c9c71400d77124,three-tier model
56e76de800c9c71400d77125,universities and/or TAFE colleges
56e76de800c9c71400d77126,three-tier
56e76ea737bdd419002c3f9d,post-secondary degree Bachelor's Degree
56e76ea737bdd419002c3f9e,post-secondary degree Bachelor's Degree
56e76ea737bdd419002c3fa1,"the private sector, businesses and sponsors"
56e76f7000c9c71400d7712c,"civil servants recruited in special university classes, called Lehramtstudien"
56e76f7000c9c71400d7712d,civil servants recruited in special university classes
56e76f7000c9c71400d7712e,Grundschule
56e76f7000c9c71400d7712f,index scale
56e76f7000c9c71400d77130,Hauptschule
56e7714a00c9c71400d77137,Gaeltacht area
56e7714a00c9c71400d77138,"€27,814 p.a."
56e7714a00c9c71400d77139,"€53,423"
56e7714a00c9c71400d7713a,"€90,000"
56e7721500c9c71400d77140,the Teaching Council
56e7721500c9c71400d77141,Section 30 of the Teaching Council Act 2001
56e7721500c9c71400d77142,2001
56e7721500c9c71400d77143,Oireachtas
56e772bf37bdd419002c3fbb,new entrants to the teaching profession
56e772bf37bdd419002c3fbc,cannot be appointed or engaged by the school
56e772bf37bdd419002c3fbe,a phased basis
56e772bf37bdd419002c3fbf,voluntary role
56e773fa00c9c71400d7714a,"£20,133 to £41,004"
56e773fa00c9c71400d7714b,depending on experience and extra responsibilities
56e773fa00c9c71400d7714c,"£20,980"
56e773fa00c9c71400d7714d,bachelor's degree
56e773fa00c9c71400d7714e,"£20,133 to £41,004 in September 2007"
56e7752337bdd419002c3fd5,alternative licensing programs
56e7752337bdd419002c3fd6,hard-to-fill
56e7752337bdd419002c3fd7,geographic area
56e7752337bdd419002c3fd8,Excellent job
56e7752337bdd419002c3fd9,Excellent job opportunities
56e775ec00c9c71400d7715c,the General Teaching Council for Scotland
56e775ec00c9c71400d7715d,Teaching
56e775ec00c9c71400d7715e,seven
56e775ec00c9c71400d7715f,one of the seven Scottish Universities
56e775ec00c9c71400d77160,a year
56e7770037bdd419002c3fdf,April 2008
56e7770037bdd419002c3fe0,"£20,427"
56e7770037bdd419002c3fe1,"£32,583"
56e7770037bdd419002c3fe2,"£32,583"
56e7770037bdd419002c3fe3,members of trade unions
56e777e500c9c71400d77176,education elsewhere
56e777e500c9c71400d77177,Welsh
56e777e500c9c71400d77178,age of 16
56e777e500c9c71400d77179,22 per cent
56e777e500c9c71400d7717a,all age groups
56e7788200c9c71400d77180,members of trade unions
56e7788200c9c71400d77181,falling
56e7788200c9c71400d77182,2005 and 2010
56e7788200c9c71400d77183,"ATL, NUT"
56e7788200c9c71400d77184,Welsh schools
56e7796637bdd419002c3ffd,getting a license to teach in public schools
56e7796637bdd419002c3ffe,ten years
56e7796637bdd419002c3fff,bachelor's degree
56e7796637bdd419002c4000,Many charter schools
56e7796637bdd419002c4001,No Child Left Behind
56e77a8700c9c71400d7718a,relatively low salaries
56e77a8700c9c71400d7718b,"$51,009"
56e77a8700c9c71400d7718c,"$51,009"
56e77a8700c9c71400d7718d,"elementary school teachers had the lowest median salary earning $39,259"
56e77a8700c9c71400d7718e,Merit pay systems
56e77b8c00c9c71400d77194,all three major traditions
56e77b8c00c9c71400d77196,Protestant
56e77b8c00c9c71400d77197,Pope of Rome
56e77b8c00c9c71400d77198,Protestant and Non-Denominational traditions
56e77c6737bdd419002c401d,Aaronic priesthood
56e77c6737bdd419002c401e,trusted friend
56e77c6737bdd419002c401f,"low-church"" traditions of Protestantism"
56e77c6737bdd419002c4020,Priesthood representatives
56e77c6737bdd419002c4021,father of the house
56e77cee00c9c71400d771a8,a guru
56e77cee00c9c71400d771a9,extremely high
56e77cee00c9c71400d771aa,the lives of their disciples
56e77cee00c9c71400d771ab,West
56e77da237bdd419002c403b,a Lama
56e77da237bdd419002c403c,phowa and siddhi
56e77da237bdd419002c403d,Tulku
56e77da237bdd419002c403e,many times
56e77da237bdd419002c403f,phowa and siddhi
56e77e4a00c9c71400d771b0,ulemas
56e77e4a00c9c71400d771b1,ulemas
56e77e4a00c9c71400d771b2,Five Pillars
56e77e4a00c9c71400d771b3,"actions-oriented, e.g. the Five Pillars of Islam"
56e77e4a00c9c71400d771b4,Qutb
56f7c651aef2371900625bf5,"German professor of theology, composer, priest, former monk"
56f7c651aef2371900625bf6,18 February 1546
56f7c651aef2371900625bf7,Late Medieval Catholic Church
56f7c651aef2371900625bf8,freedom from God's punishment for sin
56f7c651aef2371900625bf9,Pope Leo X in 1520
56f7c8aba6d7ea1400e1727a,Jesus Christ as redeemer from sin
56f7c8aba6d7ea1400e1727b,Jesus Christ
56f7c8aba6d7ea1400e1727c,sacerdotalism
56f7c8aba6d7ea1400e1727d,Bible
56f7c8aba6d7ea1400e1727e,holy priesthood
56f7cb10a6d7ea1400e17284,church
56f7cb10a6d7ea1400e17285,Tyndale Bible
56f7cb10a6d7ea1400e17286,Tyndale Bible
56f7cb10a6d7ea1400e17287,singing in churches
56f7cb10a6d7ea1400e17288,Katharina von Bora
56f7cdc2a6d7ea1400e1728e,10 November 1483
56f7cdc2a6d7ea1400e1728f,10 November 1483
56f7cdc2a6d7ea1400e17290,Holy Roman Empire
56f7cdc2a6d7ea1400e17291,Catholic
56f7cdc2a6d7ea1400e17292,lawyer
56f7e9caaef2371900625c56,Erfurt
56f7e9caaef2371900625c57,a beerhouse and whorehouse
56f7e9caaef2371900625c58,four
56f7e9caaef2371900625c59,Erfurt
56f7e9caaef2371900625c5a,1505
56f7eba8a6d7ea1400e172cd,law school
56f7eba8a6d7ea1400e172ce,uncertainty
56f7eba8a6d7ea1400e172cf,theology and philosophy
56f7eba8a6d7ea1400e172d0,Bartholomaeus Arnoldi von Usingen
56f7eba8a6d7ea1400e172d1,"question men and institutions, but not God"
56f7eddca6d7ea1400e172d7,death and divine judgment
56f7eddca6d7ea1400e172d8,2 July 1505
56f7eddca6d7ea1400e172d9,Erfurt
56f7eddca6d7ea1400e172da,deaths of two
56f7eddca6d7ea1400e172db,furious
56f7ef96aef2371900625c74,the Augustinian order
56f7ef96aef2371900625c75,deep spiritual despair
56f7ef96aef2371900625c76,the jailer and hangman of my poor soul
56f7ef96aef2371900625c77,Johann von Staupitz
56f7ef96aef2371900625c78,true repentance does not involve self-inflicted penances and punishments
56f7f15aa6d7ea1400e172eb,1507
56f7f15aa6d7ea1400e172ec,von Staupitz
56f7f15aa6d7ea1400e172ed,1508
56f7f15aa6d7ea1400e172ee,9 March 1508
56f7f15aa6d7ea1400e172ef,Peter Lombard
56f7f2e0aef2371900625cb0,21 October 1512
56f7f2e0aef2371900625cb1,21 October 1512
56f7f2e0aef2371900625cb2,Doctor in Bible
56f7f2e0aef2371900625cb3,University of Wittenberg
56f7f2e0aef2371900625cb4,Doctor of Theology
56f7fde8a6d7ea1400e17367,1516
56f7fde8a6d7ea1400e17368,Roman Catholic Church
56f7fde8a6d7ea1400e17369,Roman Catholic
56f7fde8a6d7ea1400e1736a,charity and good works
56f7fde8a6d7ea1400e1736b,charity and good works
56f7ffadaef2371900625d5e,Albert of Mainz
56f7ffadaef2371900625d5f,Albert of Mainz
56f7ffadaef2371900625d60,Ninety-Five Theses
56f7ffadaef2371900625d61,Hans Hillerbrand
56f7ffadaef2371900625d62,86
56f80143aef2371900625d68,Johann Tetzel
56f80143aef2371900625d69,the coin in the coffer rings
56f80143aef2371900625d6a,Luther
56f80143aef2371900625d6b,into heaven
56f802c6a6d7ea1400e17377,Christians
56f802c6a6d7ea1400e17378,absolved buyers from all punishments
56f802c6a6d7ea1400e17379,all punishments
56f802c6a6d7ea1400e1737a,false assurances
56f802c6a6d7ea1400e1737b,Christ
56f8046faef2371900625d71,his capacity to exaggerate
56f8046faef2371900625d72,his capacity to exaggerate
56f8046faef2371900625d73,indulgences for the dead
56f8046faef2371900625d74,teaching on indulgences for the living
56f80604a6d7ea1400e17387,the posting on the door
56f80604a6d7ea1400e17388,the posting on the door
56f80604a6d7ea1400e17389,Philipp Melanchthon
56f80604a6d7ea1400e1738a,Wittenberg
56f80604a6d7ea1400e1738b,Gerhard Prause
56f8074faef2371900625d79,January 1518
56f8074faef2371900625d7a,printing press
56f8074faef2371900625d7b,friends of Luther translated the 95 Theses from Latin into German
56f8074faef2371900625d7c,two weeks
56f8074faef2371900625d7d,two weeks
56f8094aa6d7ea1400e17391,1519
56f8094aa6d7ea1400e17392,Students
56f8094aa6d7ea1400e17393,This early
56f8094aa6d7ea1400e17394,1520
56f8094aa6d7ea1400e17395,Three
56f80ad1a6d7ea1400e1739b,"the Psalms, the books of Hebrews, Romans, and Galatians"
56f80ad1a6d7ea1400e1739c,Catholic Church
56f80ad1a6d7ea1400e1739d,penance and righteousness
56f80ad1a6d7ea1400e1739e,several of the central truths of Christianity
56f80ad1a6d7ea1400e1739f,"This one and firm rock, which we call the doctrine of justification"
56f80ccfaef2371900625d83,God
56f80ccfaef2371900625d84,1525
56f80ccfaef2371900625d85,the work of God
56f80ccfaef2371900625d86,Smalcald Articles
56f80ccfaef2371900625d87,faith
56f80e1daef2371900625d8d,Luther
56f80e1daef2371900625d8e,"Luther's rediscovery of ""Christ and His salvation"""
56f80e1daef2371900625d8f,His railing against the sale of indulgences
56f80e1daef2371900625d90,two
56f80fdfaef2371900625d95,Archbishop Albrecht of Mainz and Magdeburg
56f80fdfaef2371900625d96,Rome
56f80fdfaef2371900625d97,papal dispensation
56f80fdfaef2371900625d98,papal dispensation for his tenure of more than one bishopric
56f80fdfaef2371900625d99,December 1517
56f811bdaef2371900625d9f,Sylvester Mazzolini
56f811bdaef2371900625da0,a series of papal theologians and envoys
56f811bdaef2371900625da1,1518
56f811bdaef2371900625da2,Antichrist
56f811bdaef2371900625da3,arrest Luther
56f81393aef2371900625da9,the Saxon
56f81393aef2371900625daa,remain silent
56f81393aef2371900625dab,Johann Eck
56f81393aef2371900625dac,Matthew 16:18
56f81393aef2371900625dad,Luther's doctrine in a public forum
56f81537aef2371900625db3,15 June 1520
56f81537aef2371900625db4,Pope Leo X
56f81537aef2371900625db5,41
56f81537aef2371900625db6,Karl von Miltitz
56f81537aef2371900625db7,3 January 1521
56f8225ea6d7ea1400e173f1,secular authorities
56f8225ea6d7ea1400e173f2,18 April 1521
56f8225ea6d7ea1400e173f3,general assembly of the estates of the Holy Roman Empire
56f8225ea6d7ea1400e173f4,Emperor Charles V
56f8225ea6d7ea1400e173f5,Prince Frederick III
56f82454a6d7ea1400e173fb,Johann Eck
56f82454a6d7ea1400e173fc,Archbishop of Trier
56f82454a6d7ea1400e173fd,whether he stood by their contents
56f82454a6d7ea1400e173fe,the next day
56f82454a6d7ea1400e173ff,the next day
56f82549a6d7ea1400e17415,a knight winning a bout
56f82549a6d7ea1400e17416,a knight winning a bout
56f82549a6d7ea1400e17417,Michael Mullett
56f82549a6d7ea1400e17418,world classic of epoch-making oratory
56f826a7a6d7ea1400e17427,recant his writings
56f826a7a6d7ea1400e17428,Luther
56f826a7a6d7ea1400e17429,unreliable
56f826a7a6d7ea1400e1742a,more dramatic
56f827caa6d7ea1400e17439,Over the next five days
56f827caa6d7ea1400e1743a,25 May 1521
56f827caa6d7ea1400e1743b,25 May 1521
56f827caa6d7ea1400e1743c,The Emperor presented the final draft of the Edict of Worms
56f827caa6d7ea1400e1743d,kill Luther
56f82989aef2371900625e6b,Luther's disappearance during his return trip back to Wittenberg
56f82989aef2371900625e6c,masked horsemen
56f82989aef2371900625e6d,my Patmos
56f82989aef2371900625e6e,New Testament from Greek
56f82989aef2371900625e6f,Mainz
56f82b25a6d7ea1400e17457,a sin
56f82b25a6d7ea1400e17458,can make them just
56f82b25a6d7ea1400e17459,1 August 1521
56f82b25a6d7ea1400e1745a,every good work designed to attract God's favor
56f82b25a6d7ea1400e1745b,a place where justice resides
56f84485aef2371900625f71,1521
56f84485aef2371900625f72,idolatry
56f84485aef2371900625f73,a gift
56f84485aef2371900625f74,private confession and absolution
56f84485aef2371900625f75,without sin
56f845dba6d7ea1400e17519,prophetic faith
56f845dba6d7ea1400e1751a,1521
56f845dba6d7ea1400e1751b,"Daniel 8:9–12, 23–25"
56f845dba6d7ea1400e1751c,the Little Horn
56f845dba6d7ea1400e1751d,The antichrist of 2 Thessalonians 2
56f84760aef2371900625f81,Gabriel Zwilling
56f84760aef2371900625f82,1521
56f84760aef2371900625f83,a revolt by the Augustinian friars
56f84760aef2371900625f84,Augustinian friars
56f84760aef2371900625f85,the town council
56f848e0a6d7ea1400e1752f,6 March 1522
56f848e0a6d7ea1400e17530,God's word
56f848e0a6d7ea1400e17531,eight days
56f848e0a6d7ea1400e17532,Invocavit Sermons
56f848e0a6d7ea1400e17533,violence
56f84a60aef2371900625f9d,immediate
56f84a60aef2371900625f9e,Jerome Schurf
56f84a60aef2371900625f9f,Wittenberg jurist Jerome
56f84a60aef2371900625fa0,Dr. Martin
56f84a60aef2371900625fa1,misguided
56f84b68aef2371900625fa7,public order
56f84b68aef2371900625fa8,conservative
56f84b68aef2371900625fa9,Zwickau prophets
56f84b68aef2371900625faa,social unrest and violence
56f84b68aef2371900625fab,reformers
56f84d33aef2371900625fb1,Zwickau
56f84d33aef2371900625fb2,German Peasants' War
56f84d33aef2371900625fb3,1524–25
56f84d33aef2371900625fb4,an attack on the upper classes
56f84d33aef2371900625fb5,upper classes
56f84e63aef2371900625fc1,temporal authorities
56f84e63aef2371900625fc2,During a tour of Thuringia
56f84e63aef2371900625fc3,mad dogs
56f84e63aef2371900625fc4,May 1525
56f84e63aef2371900625fc5,the nobles to put down the rebels like mad dogs
56f8507fa6d7ea1400e1754b,three
56f8507fa6d7ea1400e1754c,"Render unto Caesar the things that are Caesar's"""
56f8507fa6d7ea1400e1754d,God
56f8507fa6d7ea1400e1754e,Divine Right of Kings
56f8507fa6d7ea1400e1754f,"death in body and soul, if only as highwaymen and murderers"
56f851b1a6d7ea1400e1755d,laid down their weapons; others felt betrayed
56f851b1a6d7ea1400e1755e,Swabian League
56f851b1a6d7ea1400e1755f,15 May 1525
56f851b1a6d7ea1400e17560,Frankenhausen on 15 May 1525
56f851b1a6d7ea1400e17561,secular powers
56f852fba6d7ea1400e1756d,Katharina von Bora
56f852fba6d7ea1400e1756e,herring barrels
56f852fba6d7ea1400e1756f,41 years
56f852fba6d7ea1400e17570,41 years
56f852fba6d7ea1400e17571,April 1523
56f8541da6d7ea1400e17577,13 June 1525
56f8541da6d7ea1400e17578,Bugenhagen
56f8541da6d7ea1400e17579,27 June
56f8541da6d7ea1400e1757a,27 June
56f8541da6d7ea1400e1757b,Bugenhagen
56f855caaef2371900625ff3,clerical marriage
56f855caaef2371900625ff4,clerical
56f855caaef2371900625ff5,Biblical grounds
56f855caaef2371900625ff6,celibacy
56f855caaef2371900625ff7,reckless
56f8575aaef2371900625ffd,The Black Cloister
56f8575aaef2371900625ffe,John the Steadfast
56f8575aaef2371900625fff,six
56f8575aaef2371900626000,Croesus
56f8575aaef2371900626001,farming the land
56f8599aa6d7ea1400e175af,1526
56f8599aa6d7ea1400e175b0,two catechisms
56f8599aa6d7ea1400e175b1,1525 to 1529
56f8599aa6d7ea1400e175b2,two catechisms
56f8599aa6d7ea1400e175b3,theology of the cross
56f85bb8aef237190062600f,extreme change
56f85bb8aef2371900626010,Electorate of Saxony
56f85bb8aef2371900626011,Electorate of Saxony
56f85bb8aef2371900626012,John the Steadfast
56f85bb8aef2371900626013,temporal sovereign
56f85cf0aef2371900626019,1526
56f85cf0aef237190062601a,1523 adaptation of the Latin Mass
56f85cf0aef237190062601b,1523 adaptation of the Latin Mass
56f85cf0aef237190062601c,Luther's unison setting of the Creed
56f85cf0aef237190062601d,trappings
56f85e71a6d7ea1400e175c3,1527
56f85e71a6d7ea1400e175c4,Electorate of Saxony
56f85e71a6d7ea1400e175c5,pastoral care and Christian education
56f85e71a6d7ea1400e175c6,Christian doctrine
56f85e71a6d7ea1400e175c7,well-nigh unskilled
56f86680a6d7ea1400e175cd,rote
56f86680a6d7ea1400e175ce,1529
56f86680a6d7ea1400e175cf,1529
56f86680a6d7ea1400e175d0,pastors and teachers
56f86680a6d7ea1400e175d1,questions and answers
56f867e3a6d7ea1400e175d7,The catechism
56f867e3a6d7ea1400e175d8,Saturnian hunger
56f867e3a6d7ea1400e175d9,Catechism
56f867e3a6d7ea1400e175da,Small Catechism
56f867e3a6d7ea1400e175db,Bible
56f86966aef2371900626053,three persons of the Trinity
56f86966aef2371900626054,Larger Catechism
56f86966aef2371900626055,pastors
56f86966aef2371900626056,"a doctrine to be learned, but as persons to be known"
56f86966aef2371900626057,the Father and draws the believer to the Father
56f86b44a6d7ea1400e175f5,1534
56f86b44a6d7ea1400e175f6,1534
56f86b44a6d7ea1400e175f7,He continued to work on refining the translation
56f86b44a6d7ea1400e175f8,"alone"" after ""faith"
56f86b44a6d7ea1400e175f9,Faith alone
56f86d30a6d7ea1400e17605,Saxon chancellery
56f86d30a6d7ea1400e17606,northern and southern
56f86d30a6d7ea1400e17607,make the Bible accessible to everyday Germans
56f86d30a6d7ea1400e17608,the Bible
56f86d30a6d7ea1400e17609,impediments and difficulties
56f86e91aef2371900626067,German-language publications
56f86e91aef2371900626068,Bible translation
56f86e91aef2371900626069,the evolution of the German language and literature
56f86e91aef237190062606a,Lucas Cranach
56f86e91aef237190062606b,William Tyndale
56f87000aef2371900626071,hymn-writer
56f87000aef2371900626072,high art and folk music
56f87000aef2371900626073,German hymns
56f87000aef2371900626074,German
56f87000aef2371900626075,waldzither
56f8720eaef237190062608f,"""Ein neues Lied wir heben an"""
56f8720eaef2371900626090,Lutheran views
56f8720eaef2371900626091,"""Ein neues Lied wir heben an"""
56f8720eaef2371900626092,John C. Messenger
56f8720eaef2371900626093,John C. Messenger's translation
56f87392aef2371900626099,We All Believe in One True God
56f87392aef237190062609a,Wir glauben all an einen Gott
56f87392aef237190062609b,the Small Catechism
56f87392aef237190062609c,German creedal hymn
56f87392aef237190062609d,perceived difficulty of its tune
56f87531a6d7ea1400e1766f,Vater unser im Himmelreich
56f87531a6d7ea1400e17670,Vater unser im Himmelreich
56f87531a6d7ea1400e17671,specific catechism questions
56f87531a6d7ea1400e17672,multiple revisions
56f87531a6d7ea1400e17673,Vater unser im Himmelreich
56f87760aef23719006260cc,Aus tiefer Not schrei ich zu dir
56f87760aef23719006260cd,"grace alone"" more fully. Because it expressed essential Reformation doctrine"
56f87760aef23719006260ce,psalm-hymns
56f87760aef23719006260cf,Achtliederbuch
56f87760aef23719006260d0,schrei ich zu dir
56f879bdaef23719006260de,Hauptlied
56f879bdaef23719006260df,Veni redemptor gentium
56f879bdaef23719006260e0,Advent
56f879bdaef23719006260e1,two
56f879bdaef23719006260e2,German Te Deum
56f87e95aef237190062610a,To Jordan came the Christ our Lord
56f87e95aef237190062610b,Johann Walter
56f87e95aef237190062610c,prayer for grace
56f87e95aef237190062610d,J. S. Bach
56f87e95aef237190062610e,Halle
56f88025aef237190062611e,early Lutheran hymnals
56f88025aef237190062611f,early Lutheran hymnals
56f88025aef2371900626120,18 of 26
56f88025aef2371900626121,24 of the 32
56f88025aef2371900626122,Achtliederbuch
56f881e3a6d7ea1400e176f3,Johann Sebastian Bach
56f881e3a6d7ea1400e176f4,"Christ lag in Todes Banden, BWV 4"
56f881e3a6d7ea1400e176f5,1707
56f881e3a6d7ea1400e176f6,1707
56f881e3a6d7ea1400e176f7,1707
56f8837aa6d7ea1400e176fd,false doctrine
56f8837aa6d7ea1400e176fe,false
56f8837aa6d7ea1400e176ff,Purgatory
56f8837aa6d7ea1400e17700,Christian souls undergoing penitential suffering after death
56f8837aa6d7ea1400e17701,their graves and in heaven
56f884cba6d7ea1400e17707,Johann Gerhard
56f884cba6d7ea1400e17708,Johann Gerhard
56f884cba6d7ea1400e17709,Johann Gerhard
56f884cba6d7ea1400e1770a,1755
56f88690a6d7ea1400e17723,anima non sic dormit
56f88690a6d7ea1400e17724,Francis Blackburne
56f88690a6d7ea1400e17725,1765
56f88690a6d7ea1400e17726,Gottfried Fritschel
56f88690a6d7ea1400e17727,dreams
56f88c37aef2371900626176,1529
56f88c37aef2371900626177,Landgrave of Hesse
56f88c37aef2371900626178,doctrinal unity
56f88c37aef2371900626179,fourteen
56f88c37aef237190062617a,fourteen
56f88eafaef2371900626194,the significance of the words spoken by Jesus
56f88eafaef2371900626195,the Real Presence of the body and blood of Christ
56f88eafaef2371900626196,sacramental union
56f88eafaef2371900626197,only spiritually or symbolically present
56f88eafaef2371900626198,confrontational
56f8907faef23719006261b2,1530
56f8907faef23719006261b3,Marburg Colloquy
56f8907faef23719006261b4,Schmalkaldic League
56f8907faef23719006261b5,Swiss cities
56f8907faef23719006261b6,Protestant
56f895339e9bad19000a0177,antithetical
56f895339e9bad19000a0178,reason
56f895339e9bad19000a0179,Reason
56f895339e9bad19000a017a,reason
56f895339e9bad19000a017b,honoring their different epistemological spheres
56f897059b226e1400dd0c5d,Jesus Christ
56f897059b226e1400dd0c5e,large-scale Jewish conversion to Christianity
56f897059b226e1400dd0c5f,the Jews
56f897059b226e1400dd0c60,Jesus Christ was born a Jew which discouraged mistreatment
56f897059b226e1400dd0c61,1543 treatise Von den Juden und ihren Lügen
56f8989f9e9bad19000a01a5,a scourge sent to punish Christians by God
56f8989f9e9bad19000a01a6,scourge sent to punish Christians by God
56f8989f9e9bad19000a01a7,scourge sent to punish Christians
56f8989f9e9bad19000a01a8,the papacy
56f8989f9e9bad19000a01a9,non-religious
56f89a959b226e1400dd0c9d,Latin translation of the Qur'an
56f89a959b226e1400dd0c9e,Latin translation
56f89a959b226e1400dd0c9f,Let the Turk believe and live as he will
56f89a959b226e1400dd0ca0,a tool of the devil
56f89a959b226e1400dd0ca1,scrutiny
56f8a2969e9bad19000a022b,God's wrath to Christians
56f8a2969e9bad19000a022c,Agricola
56f8a2969e9bad19000a022d,Wittenberg
56f8a2969e9bad19000a022e,six series of theses against Agricola and the antinomians
56f8a2969e9bad19000a022f,1539 open letter to C. Güttel
56f8a4e99e9bad19000a0251,second use of the law
56f8a4e99e9bad19000a0252,second
56f8a4e99e9bad19000a0253,second use of the law
56f8a4e99e9bad19000a0254,Simply refusing to preach the Ten Commandments among Christians
56f8a4e99e9bad19000a0255,essentially holy people
56f8a6969e9bad19000a025b,how the Christian ought to live
56f8a6969e9bad19000a025c,the natural law
56f8a6969e9bad19000a025d,third
56f8a6969e9bad19000a025e,an illustration of the Ten Commandments
56f8a6969e9bad19000a025f,vocations
56f8aa749b226e1400dd0da7,baptism
56f8aa749b226e1400dd0da8,angel-like life
56f8aa749b226e1400dd0da9,baptism
56f8ac579e9bad19000a02b9,Landgrave of Hesse
56f8ac579e9bad19000a02ba,Landgrave of Hesse
56f8ac579e9bad19000a02bb,one of his wife's ladies-in-waiting
56f8ac579e9bad19000a02bc,Martin Brecht
56f8ac579e9bad19000a02bd,The affair caused lasting damage
56f8ae099e9bad19000a02eb,ninety
56f8ae099e9bad19000a02ec,Jews
56f8ae099e9bad19000a02ed,murder of Christ
56f8ae099e9bad19000a02ee,the divinity of Jesus
56f8ae099e9bad19000a02ef,murder of Christ
56f8afbc9b226e1400dd0e05,Von den Juden und Ihren Lügen
56f8afbc9b226e1400dd0e06,1543
56f8afbc9b226e1400dd0e07,1543
56f8afbc9b226e1400dd0e08,"setting synagogues on fire, destroying Jewish prayerbooks"
56f8afbc9b226e1400dd0e09,vile
56f8b2499b226e1400dd0e3b,"Jews in Saxony, Brandenburg, and Silesia"
56f8b2499b226e1400dd0e3c,Martin Luther
56f8b2499b226e1400dd0e3d,1537
56f8b2499b226e1400dd0e3e,Luther's anti-Jewish works
56f8b2499b226e1400dd0e3f,1580s
56f8b4d79b226e1400dd0e75,Luther
56f8b4d79b226e1400dd0e76,anti-Jewish rhetoric
56f8b4d79b226e1400dd0e77,anti-Jewish rhetoric contributed significantly to the development of antisemitism
56f8b4d79b226e1400dd0e78,Heinrich Himmler
56f8b4d79b226e1400dd0e79,Julius Streicher
56f8b7189e9bad19000a0389,17 December 1941
56f8b7189e9bad19000a038a,Luther
56f8b7189e9bad19000a038b,Diarmaid MacCulloch
56f8b7189e9bad19000a038c,Germany
56f8b7189e9bad19000a038d,the burning of the synagogues and the coincidence of the day
56f8b9839e9bad19000a03bf,limited
56f8b9839e9bad19000a03c0,"limited, and the Nazis' use of his work as opportunistic"
56f8b9839e9bad19000a03c1,modern hatred of the Jews
56f8b9839e9bad19000a03c2,18th and 19th centuries
56f8b9839e9bad19000a03c3,religious and in no respect racial
56f8bbb09e9bad19000a03db,violence
56f8bbb09e9bad19000a03dc,Ronald Berger
56f8bbb09e9bad19000a03dd,"hysterical and demonizing mentality"" about Jews"
56f8bbb09e9bad19000a03de,Ronald Berger
56f8bbb09e9bad19000a03df,anti-Semitic
56f8bd509b226e1400dd0eed,partly the product of a declining state of mind
56f8bd509b226e1400dd0eee,health
56f8bd509b226e1400dd0eef,vulgarity and violence
56f8bd509b226e1400dd0ef0,"Turks"" (Muslims) and Catholics"
56f8bd509b226e1400dd0ef1,Luther's Last Battles
56f8c0cd9b226e1400dd0f35,Martin Luther's statements against the Jews and have rejected the use of them
56f8c0cd9b226e1400dd0f36,"Strommen et al.'s 1970 survey of 4,745"
56f8c0cd9b226e1400dd0f37,disproportionately more
56f8c0cd9b226e1400dd0f38,1928-1933
56f8c2ee9b226e1400dd0f45,his health deteriorated
56f8c2ee9b226e1400dd0f46,the bigamy of the Philip of Hesse incident
56f8c2ee9b226e1400dd0f47,"kidney and bladder stones, and arthritis"
56f8c2ee9b226e1400dd0f48,Ménière's disease
56f8c2ee9b226e1400dd0f49,1531
56f8c43d9b226e1400dd0f61,poor physical health
56f8c43d9b226e1400dd0f62,poor physical health made him short-tempered and even harsher
56f8c43d9b226e1400dd0f63,poor physical health made him short-tempered and even harsher
56f8c43d9b226e1400dd0f64,Katharina
56f8c43d9b226e1400dd0f65,three
56f8c5909b226e1400dd0f7d,15 February 1546
56f8c5909b226e1400dd0f7e,15 February 1546
56f8c5909b226e1400dd0f7f,15 February 1546
56f8c5909b226e1400dd0f80,all German territory
56f8c5909b226e1400dd0f81,"we want to practice Christian love toward them and pray that they convert,"""
56f8c7029e9bad19000a04a0,Mansfeld
56f8c7029e9bad19000a04a1,copper mining trade
56f8c7029e9bad19000a04a2,late 1545
56f8c7029e9bad19000a04a3,early 1546
56f8c7029e9bad19000a04a4,copper mining trade
56f8c8469e9bad19000a04c6,17 February 1546
56f8c8469e9bad19000a04c7,17 February 1546
56f8c8469e9bad19000a04c8,"""Into your hand I commit my spirit"
56f8c8469e9bad19000a04c9,"Ps. 31:5), the common prayer of the dying"
56f8c8469e9bad19000a04ca,8 a.m
56f8c9719e9bad19000a04e0,An apoplectic stroke
56f8c9719e9bad19000a04e1,2:45 a.m. on 18 February 1546
56f8c9719e9bad19000a04e2,2:45 a.m. on 18 February 1546
56f8c9719e9bad19000a04e3,Castle Church in Wittenberg
